# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 3.5.32 - Jun. 17, 2025
# Instrument: PSI_DMC.instr
# Ncount: 1000
# Trace: no
# Gravitation: no
# Seed: 1752176084193800
# Directory: PSI_DMC_20250710_213444
# Param: lambda=2.5666
# Param: R=0.87
# Param: R_curve=0.87
# Param: filename=Na2Ca3Al2F14.laz
# Param: D_PHI=6
# Param: SHIFT=0
# Param: PACK=0.7
# Param: Dw=0.8
# Param: BARNS=1
# Param: SPLITS=58
# Date: Thu Jul 10 21:34:47 2025 (1752176087)
# type: array_1d(400)
# Source: PSI_DMC (PSI_DMC.instr)
# component: Detector
# position: 1.99381 0 51.0721
# title: Longitude [deg] monitor
# Ncount: 1000
# filename: detector.dat
# statistics: X0=71.8569; dX=17.8386;
# signal: Min=0; Max=196.279; Mean=6.57797;
# values: 2631.19 290.453 285
# xvar: th
# yvar: (I,I_err)
# xlabel: Longitude [deg]
# ylabel: Intensity [n/s/bin]
# xlimits: 19.9 99.9
# variables: th I I_err N
69.8 0 0 0 
70 0 0 0 
70.2 0 0 0 
70.4 0 0 0 
70.6 0 0 0 
70.8 0 0 0 
71 0 0 0 
71.2 0 0 0 
71.4 0 0 0 
71.6 0.006228856902 0.006228856902 1 
71.8 106.2760799 81.1849501 3 
72 97.72181402 69.1029411 2 
72.2 102.6604248 72.5921357 2 
72.4 0 0 0 
72.6 0 0 0 
72.8 0 0 0 
73 0 0 0 
73.2 0 0 0 
73.4 0 0 0 
73.6 0 0 0 
73.8 0 0 0 
74 0 0 0 
74.2 0 0 0 
74.4 0 0 0 
74.6 0 0 0 
74.8 0 0 0 
75 0 0 0 
75.2 0 0 0 
75.4 0.9511706839 0.9511706839 1 
75.6 0.9814760847 0.9814760847 1 
75.8 83.15486346 89.77225974 4 
76 3.95218622 1.980779227 5 
76.2 0 0 0 
76.4 0 0 0 
76.6 9.102114099e-48 9.102114099e-48 1 
76.8 0 0 0 
77 0 0 0 
77.2 0 0 0 
77.4 0 0 0 
77.6 0 0 0 
77.8 0 0 0 
78 0 0 0 
78.2 0 0 0 
78.4 0 0 0 
78.6 0 0 0 
78.8 0.0002167421925 0.0002167421925 1 
79 0.916349768 0.6704632901 8 
79.2 2.293159681 2.114338663 3 
79.4 14.91878391 15.61083005 2 
79.6 196.2791867 69.18531857 15 
79.8 66.48186614 40.10612422 7 
80 5.050132783e-13 3.931384612e-13 5 
80.2 1.46736596e-46 1.538901302e-46 2 
80.4 0 0 0 
80.6 0 0 0 
80.8 0 0 0 
81 0 0 0 
81.2 0 0 0 
81.4 0 0 0 
81.6 0 0 0 
81.8 0 0 0 
82 0 0 0 
82.2 0 0 0 
82.4 0 0 0 
82.6 0 0 0 
82.8 0 0 0 
83 0 0 0 
83.2 0 0 0 
83.4 0 0 0 
83.6 0 0 0 
83.8 0 0 0 
84 0 0 0 
84.2 0 0 0 
84.4 0 0 0 
84.6 0 0 0 
84.8 0 0 0 
85 0 0 0 
85.2 0 0 0 
85.4 0 0 0 
85.6 0 0 0 
85.8 0 0 0 
86 0 0 0 
86.2 69.78807803 44.12819566 4 
86.4 44.04114208 34.81202916 2 
86.6 0 0 0 
86.8 108.3339345 51.41874905 5 
87 174.3270273 61.91364932 9 
87.2 3.402821523e-13 3.402821523e-13 1 
87.4 0 0 0 
87.6 0 0 0 
87.8 0 0 0 
88 0 0 0 
88.2 0 0 0 
88.4 0 0 0 
88.6 0 0 0 
88.8 0 0 0 
89 0 0 0 
89.2 0 0 0 
89.4 0 0 0 
89.6 0.003830272187 0.003830272187 1 
89.8 64.07043515 48.93494566 3 
90 0 0 0 
90.2 0 0 0 
90.4 159.0049121 71.18608674 5 
90.6 164.3665545 73.51308418 5 
90.8 72.62029276 51.35032043 2 
91 0 0 0 
91.2 2.971669314e-46 2.971669314e-46 1 
91.4 0 0 0 
91.6 0 0 0 
91.8 0 0 0 
92 0 0 0 
92.2 0 0 0 
92.4 0 0 0 
92.6 0 0 0 
92.8 0 0 0 
93 0 0 0 
93.2 0.0003551976066 0.0003551976066 1 
93.4 3.159760718 3.405464592 4 
93.6 1.786708487 1.766608721 3 
93.8 0 0 0 
94 8.620579456 5.080261241 5 
94.2 19.98674966 7.506315409 8 
94.4 0.112762429 0.112762429 1 
94.6 9.775716601e-49 9.775716601e-49 1 
94.8 2.043714717e-48 1.445200472e-48 2 
95 0 0 0 
95.2 0 0 0 
95.4 0 0 0 
95.6 0 0 0 
95.8 0 0 0 
96 0 0 0 
96.2 0 0 0 
96.4 0 0 0 
96.6 0 0 0 
96.8 0.002424860367 0.001433482526 4 
97 8.115273782 8.115273782 1 
97.2 0 0 0 
97.4 0 0 0 
97.6 2.120305341 2.120305341 1 
97.8 25.27252408 13.68636292 4 
98 19.89550208 13.06817496 3 
98.2 0 0 0 
98.4 4.287116775e-47 3.031507121e-47 2 
98.6 0 0 0 
98.8 0 0 0 
99 0 0 0 
99.2 0 0 0 
99.4 0 0 0 
99.6 0 0 0 
99.8 0 0 0 
